FBHS,2018/7/26,1,1.016,-1.6,2018-05-01T16:00:00,2018-10-19T16:00:00
WU,2018/8/2,0.46,0.469,-1.9,2018-05-08T16:00:00,2018-10-26T16:00:00
PRU,2018/8/1,3.01,3.069,-1.9,2018-05-07T16:00:00,2018-10-25T16:00:00
IPGP,2018/7/31,2.21,2.256,-1.9,2018-05-04T16:00:00,2018-10-24T16:00:00
MAS,2018/7/31,0.75,0.765,-2,2018-05-04T16:00:00,2018-10-24T16:00:00
MLM,2018/7/26,2.8,2.857,-2,2018-05-01T16:00:00,2018-10-19T16:00:00
REG,2018/8/2,0.89,0.911,-2.3,2018-05-08T16:00:00,2018-10-26T16:00:00
ZION,2018/7/23,0.89,0.911,-2.3,2018-04-26T16:00:00,2018-10-16T16:00:00
RSG,2018/7/26,0.73,0.748,-2.4,2018-05-01T16:00:00,2018-10-19T16:00:00
TSN,2018/5/7,1.27,1.305,-2.7,2018-02-08T16:00:00,2018-08-01T16:00:00
FANG,2018/8/8,1.59,1.637,-2.9,2018-05-14T16:00:00,2018-11-01T16:00:00
LOW,2017/8/23,1.57,1.617,-2.9,2017-05-30T16:00:00,2017-11-16T16:00:00
HRL,2018/5/24,0.44,0.451,-3,2018-02-28T16:00:00,2018-08-20T16:00:00
XEC,2018/8/7,1.59,1.641,-3.1,2018-05-11T16:00:00,2018-10-31T16:00:00
PYPL,2018/7/25,0.55,0.565,-3.1,2018-04-30T16:00:00,2018-10-18T16:00:00
MGM,2018/8/2,0.27,0.283,-3.4,2018-05-08T16:00:00,2018-10-26T16:00:00
LNC,2018/8/1,2.02,2.095,-3.6,2018-05-07T16:00:00,2018-10-25T16:00:00
XRX,2018/7/26,0.8,0.83,-3.6,2018-05-01T16:00:00,2018-10-19T16:00:00
ROL,2018/7/25,0.2,0.208,-4.1,2018-04-30T16:00:00,2018-10-18T16:00:00
AZO,2018/2/27,8.47,8.849,-4.3,2017-11-29T16:00:00,2018-05-23T16:00:00
ISRG,2018/7/19,2.38,2.493,-4.5,2018-04-24T16:00:00,2018-10-12T16:00:00
LNT,2018/8/2,0.43,0.452,-4.9,2018-05-08T16:00:00,2018-10-26T16:00:00
DE,2018/5/18,3.14,3.311,-5.2,2018-02-22T16:00:00,2018-08-14T16:00:00
CLX,2018/2/2,1.16,1.225,-5.3,2017-11-06T16:00:00,2018-05-01T16:00:00
PXD,2018/8/7,1.41,1.498,-5.9,2018-05-11T16:00:00,2018-10-31T16:00:00
SYMC,2017/11/1,0.4,0.426,-6.1,2017-08-08T16:00:00,2018-01-30T16:00:00
DVN,2018/7/31,0.34,0.363,-6.3,2018-05-04T16:00:00,2018-10-24T16:00:00
CNP,2018/8/3,0.3,0.321,-6.5,2018-05-09T16:00:00,2018-10-29T16:00:00
EQIX,2018/8/8,3.63,3.913,-7.2,2018-05-14T16:00:00,2018-11-01T16:00:00
AMT,2018/7/31,1.6,1.726,-7.3,2018-05-04T16:00:00,2018-10-24T16:00:00
APC,2018/7/31,0.54,0.584,-7.5,2018-05-04T16:00:00,2018-10-24T16:00:00
OXY,2018/8/8,1.1,1.195,-7.9,2018-05-14T16:00:00,2018-11-01T16:00:00
CVX,2018/7/27,1.92,2.081,-7.9,2018-05-02T16:00:00,2018-10-22T16:00:00
DUK,2018/8/2,0.93,1.019,-8.7,2018-05-08T16:00:00,2018-10-26T16:00:00
CMI,2018/7/31,3.29,3.63,-9.4,2018-05-04T16:00:00,2018-10-24T16:00:00
MHK,2018/7/25,3.51,3.897,-9.9,2018-04-30T16:00:00,2018-10-18T16:00:00
AES,2018/8/7,0.25,0.279,-10.4,2018-05-11T16:00:00,2018-10-31T16:00:00
HFC,2018/8/2,1.45,1.626,-10.8,2018-05-08T16:00:00,2018-10-26T16:00:00
F,2018/7/25,0.27,0.305,-11.5,2018-04-30T16:00:00,2018-10-18T16:00:00
WFC,2018/7/13,0.98,1.117,-12.3,2018-04-18T16:00:00,2018-10-08T16:00:00
MYL,2018/8/8,1.07,1.224,-12.6,2018-05-14T16:00:00,2018-11-01T16:00:00
NLSN,2018/7/26,0.54,0.625,-13,2018-05-01T16:00:00,2018-10-19T16:00:00
AIG,2018/8/2,1.05,1.209,-13.2,2018-05-08T16:00:00,2018-10-26T16:00:00
WHR,2018/7/23,3.2,3.701,-13.5,2018-04-26T16:00:00,2018-10-16T16:00:00
ADS,2018/7/19,3.93,4.634,-15.2,2018-04-24T16:00:00,2018-10-12T16:00:00
TWTR,2018/7/27,0.13,0.161,-17.8,2018-05-02T16:00:00,2018-10-22T16:00:00
WYNN,2018/8/1,1.53,1.918,-20.2,2018-05-07T16:00:00,2018-10-25T16:00:00
FFIV,2018/4/25,1.77,2.267,-22.1,2018-01-29T16:00:00,2018-07-20T16:00:00
DISCA,2018/8/7,0.66,0.861,-23.3,2018-05-11T16:00:00,2018-10-31T16:00:00
NBL,2018/8/3,0.17,0.223,-23.8,2018-05-09T16:00:00,2018-10-29T16:00:00
MRO,2018/8/1,0.15,0.197,-23.9,2018-05-07T16:00:00,2018-10-25T16:00:00
NI,2018/8/1,0.07,0.093,-24.7,2018-05-07T16:00:00,2018-10-25T16:00:00
TRV,2018/7/19,1.81,2.406,-24.8,2018-04-24T16:00:00,2018-10-12T16:00:00
